Digit Recognition Application
Reading training data... 
100 samples
Reading test data... 
2000 samples
Reading labels... 
2000 labels
Running... 
Checking results:
Test 0: expected = 0, result = 9
Test 1793: expected = 8, result = 6
Test 1794: expected = 8, result = 0
Test 1795: expected = 8, result = 0
Test 1796: expected = 8, result = 0
Test 1797: expected = 8, result = 0
Test 1798: expected = 8, result = 9
Test 1799: expected = 8, result = 4
Test 1801: expected = 9, result = 0
Test 1803: expected = 9, result = 6
Test 1805: expected = 9, result = 6
Test 1806: expected = 9, result = 5
Test 1807: expected = 9, result = 0
Test 1810: expected = 9, result = 6
Test 1812: expected = 9, result = 6
Test 1815: expected = 9, result = 5
Test 1817: expected = 9, result = 6
Test 1821: expected = 9, result = 8
Test 1825: expected = 9, result = 6
Test 1827: expected = 9, result = 8
Test 1830: expected = 9, result = 4
Test 1832: expected = 9, result = 7
Test 1834: expected = 9, result = 6
Test 1840: expected = 9, result = 0
Test 1848: expected = 9, result = 8
Test 1849: expected = 9, result = 6
Test 1852: expected = 9, result = 7
Test 1854: expected = 9, result = 5
Test 1855: expected = 9, result = 4
Test 1856: expected = 9, result = 3
Test 1857: expected = 9, result = 4
Test 1861: expected = 9, result = 0
Test 1862: expected = 9, result = 0
Test 1865: expected = 9, result = 8
Test 1868: expected = 9, result = 6
Test 1869: expected = 9, result = 8
Test 1870: expected = 9, result = 0
Test 1873: expected = 9, result = 4
Test 1877: expected = 9, result = 0
Test 1880: expected = 9, result = 4
Test 1881: expected = 9, result = 4
Test 1883: expected = 9, result = 4
Test 1885: expected = 9, result = 8
Test 1887: expected = 9, result = 8
Test 1888: expected = 9, result = 8
Test 1890: expected = 9, result = 7
Test 1892: expected = 9, result = 4
Test 1895: expected = 9, result = 0
Test 1897: expected = 9, result = 4
Test 1907: expected = 9, result = 4
Test 1911: expected = 9, result = 7
Test 1912: expected = 9, result = 6
Test 1913: expected = 9, result = 6
Test 1915: expected = 9, result = 7
Test 1917: expected = 9, result = 8
Test 1918: expected = 9, result = 8
Test 1919: expected = 9, result = 8
Test 1920: expected = 9, result = 0
Test 1922: expected = 9, result = 6
Test 1924: expected = 9, result = 4
Test 1925: expected = 9, result = 4
Test 1927: expected = 9, result = 6
Test 1930: expected = 9, result = 6
Test 1932: expected = 9, result = 4
Test 1933: expected = 9, result = 4
Test 1934: expected = 9, result = 4
Test 1939: expected = 9, result = 4
Test 1940: expected = 9, result = 8
Test 1941: expected = 9, result = 4
Test 1943: expected = 9, result = 3
Test 1946: expected = 9, result = 4
Test 1947: expected = 9, result = 8
Test 1949: expected = 9, result = 8
Test 1950: expected = 9, result = 6
Test 1951: expected = 9, result = 4
Test 1954: expected = 9, result = 5
Test 1956: expected = 9, result = 0
Test 1957: expected = 9, result = 6
Test 1959: expected = 9, result = 4
Test 1963: expected = 9, result = 8
Test 1966: expected = 9, result = 8
Test 1970: expected = 9, result = 0
Test 1973: expected = 9, result = 6
Test 1975: expected = 9, result = 4
Test 1977: expected = 9, result = 8
Test 1980: expected = 9, result = 6
Test 1982: expected = 9, result = 5
Test 1984: expected = 9, result = 4
Test 1985: expected = 9, result = 8
Test 1988: expected = 9, result = 4
Test 1989: expected = 9, result = 8
Test 1990: expected = 9, result = 4
Test 1991: expected = 9, result = 4
Test 1992: expected = 9, result = 5
Test 1993: expected = 9, result = 6
Test 1994: expected = 9, result = 6
Test 1998: expected = 9, result = 8

	 213 / 2000 correct!
elapsed time: 1009481 us

C:\Users\Shivank\Downloads\Sem2\VLSI\digit-recognition\digit_t1\area\sim\verilog>set PATH= 

C:\Users\Shivank\Downloads\Sem2\VLSI\digit-recognition\digit_t1\area\sim\verilog>call C:/Xilinx/Vivado/2019.1/bin/xelab xil_defaultlib.apatb_DigitRec_top glbl -prj DigitRec.prj -L smartconnect_v1_0 -L axi_protocol_checker_v1_1_12 -L axi_protocol_checker_v1_1_13 -L axis_protocol_checker_v1_1_11 -L axis_protocol_checker_v1_1_12 -L xil_defaultlib -L unisims_ver -L xpm --initfile "C:/Xilinx/Vivado/2019.1/data/xsim/ip/xsim_ip.ini" --lib "ieee_proposed=./ieee_proposed" -s DigitRec  
INFO: [XSIM 43-3496] Using init file passed via -initfile option "C:/Xilinx/Vivado/2019.1/data/xsim/ip/xsim_ip.ini".
Vivado Simulator 2019.1
Copyright 1986-1999, 2001-2019 Xilinx, Inc. All Rights Reserved.
Running: C:/Xilinx/Vivado/2019.1/bin/unwrapped/win64.o/xelab.exe xil_defaultlib.apatb_DigitRec_top glbl -prj DigitRec.prj -L smartconnect_v1_0 -L axi_protocol_checker_v1_1_12 -L axi_protocol_checker_v1_1_13 -L axis_protocol_checker_v1_1_11 -L axis_protocol_checker_v1_1_12 -L xil_defaultlib -L unisims_ver -L xpm --initfile C:/Xilinx/Vivado/2019.1/data/xsim/ip/xsim_ip.ini --lib ieee_proposed=./ieee_proposed -s DigitRec 
Multi-threading is on. Using 6 slave threads.
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "C:/Users/Shivank/Downloads/Sem2/VLSI/digit-recognition/digit_t1/area/sim/verilog/glbl.v" into library work
INFO: [VRFC 10-311] analyzing module glbl
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "C:/Users/Shivank/Downloads/Sem2/VLSI/digit-recognition/digit_t1/area/sim/verilog/AESL_automem_array4.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module AESL_automem_array4
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "C:/Users/Shivank/Downloads/Sem2/VLSI/digit-recognition/digit_t1/area/sim/verilog/AESL_automem_global_results.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module AESL_automem_global_results
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "C:/Users/Shivank/Downloads/Sem2/VLSI/digit-recognition/digit_t1/area/sim/verilog/DigitRec.autotb.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module apatb_DigitRec_top
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "C:/Users/Shivank/Downloads/Sem2/VLSI/digit-recognition/digit_t1/area/sim/verilog/DigitRec.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module DigitRec
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "C:/Users/Shivank/Downloads/Sem2/VLSI/digit-recognition/digit_t1/area/sim/verilog/DigitRec_array3.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module DigitRec_array3_ram
INFO: [VRFC 10-311] analyzing module DigitRec_array3
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "C:/Users/Shivank/Downloads/Sem2/VLSI/digit-recognition/digit_t1/area/sim/verilog/DigitRec_knn_set.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module DigitRec_knn_set_ram
INFO: [VRFC 10-311] analyzing module DigitRec_knn_set
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "C:/Users/Shivank/Downloads/Sem2/VLSI/digit-recognition/digit_t1/area/sim/verilog/DigitRec_results.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module DigitRec_results_ram
INFO: [VRFC 10-311] analyzing module DigitRec_results
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "C:/Users/Shivank/Downloads/Sem2/VLSI/digit-recognition/digit_t1/area/sim/verilog/DigitRec_test_set_V.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module DigitRec_test_set_V_ram
INFO: [VRFC 10-311] analyzing module DigitRec_test_set_V
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "C:/Users/Shivank/Downloads/Sem2/VLSI/digit-recognition/digit_t1/area/sim/verilog/DigitRec_trainingbkb.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module DigitRec_trainingbkb_ram
INFO: [VRFC 10-311] analyzing module DigitRec_trainingbkb
Starting static elaboration
Completed static elaboration
Starting simulation data flow analysis
Completed simulation data flow analysis
Time Resolution for simulation is 1ps
Compiling module xil_defaultlib.DigitRec_trainingbkb_ram
Compiling module xil_defaultlib.DigitRec_trainingbkb(DataWidth=2...
Compiling module xil_defaultlib.DigitRec_test_set_V_ram
Compiling module xil_defaultlib.DigitRec_test_set_V(DataWidth=25...
Compiling module xil_defaultlib.DigitRec_results_ram
Compiling module xil_defaultlib.DigitRec_results(DataWidth=8,Add...
Compiling module xil_defaultlib.DigitRec_array3_ram
Compiling module xil_defaultlib.DigitRec_array3(DataWidth=32,Add...
Compiling module xil_defaultlib.DigitRec_knn_set_ram
Compiling module xil_defaultlib.DigitRec_knn_set(DataWidth=11,Ad...
Compiling module xil_defaultlib.DigitRec
Compiling module xil_defaultlib.AESL_automem_array4
Compiling module xil_defaultlib.AESL_automem_global_results
Compiling module xil_defaultlib.apatb_DigitRec_top
Compiling module work.glbl
Built simulation snapshot DigitRec

****** Webtalk v2019.1 (64-bit)
  **** SW Build 2552052 on Fri May 24 14:49:42 MDT 2019
  **** IP Build 2548770 on Fri May 24 18:01:18 MDT 2019
    ** Copyright 1986-2019 Xilinx, Inc. All Rights Reserved.

source C:/Users/Shivank/Downloads/Sem2/VLSI/digit-recognition/digit_t1/area/sim/verilog/xsim.dir/DigitRec/webtalk/xsim_webtalk.tcl -notrace
INFO: [Common 17-206] Exiting Webtalk at Sun Apr 11 18:18:21 2021...

****** xsim v2019.1 (64-bit)
  **** SW Build 2552052 on Fri May 24 14:49:42 MDT 2019
  **** IP Build 2548770 on Fri May 24 18:01:18 MDT 2019
    ** Copyright 1986-2019 Xilinx, Inc. All Rights Reserved.

source xsim.dir/DigitRec/xsim_script.tcl
# xsim {DigitRec} -autoloadwcfg -tclbatch {DigitRec.tcl}
Vivado Simulator 2019.1
Time resolution is 1 ps
source DigitRec.tcl
## run all
////////////////////////////////////////////////////////////////////////////////////
// Inter-Transaction Progress: Completed Transaction / Total Transaction
// Intra-Transaction Progress: Measured Latency / Latency Estimation * 100%
//
// RTL Simulation : "Inter-Transaction Progress" ["Intra-Transaction Progress"] @ "Simulation Time"
////////////////////////////////////////////////////////////////////////////////////
// RTL Simulation : 0 / 1 [0.00%] @ "125000"
// RTL Simulation : 0 / 1 [0.47%] @ "100000145000"
// RTL Simulation : 0 / 1 [0.93%] @ "200000155000"
// RTL Simulation : 0 / 1 [1.40%] @ "300000165000"
// RTL Simulation : 0 / 1 [1.86%] @ "400000175000"
// RTL Simulation : 0 / 1 [2.33%] @ "500000185000"
// RTL Simulation : 1 / 1 [100.00%] @ "544440185000"
////////////////////////////////////////////////////////////////////////////////////
$finish called at time : 544440225 ns : File "C:/Users/Shivank/Downloads/Sem2/VLSI/digit-recognition/digit_t1/area/sim/verilog/DigitRec.autotb.v" Line 385
run: Time (s): cpu = 00:00:00 ; elapsed = 00:05:12 . Memory (MB): peak = 220.652 ; gain = 0.000
## quit
INFO: [Common 17-206] Exiting xsim at Sun Apr 11 18:23:50 2021...
Digit Recognition Application
Reading training data... 
100 samples
Reading test data... 
2000 samples
Reading labels... 
2000 labels
Running... 
Checking results:
Test 0: expected = 0, result = 9
Test 1: expected = 0, result = 9
Test 2: expected = 0, result = 6
Test 3: expected = 0, result = 5
Test 4: expected = 0, result = 7
Test 5: expected = 0, result = 7
Test 6: expected = 0, result = 6
Test 7: expected = 0, result = 6
Test 8: expected = 0, result = 5
Test 9: expected = 0, result = 8
Test 10: expected = 0, result = 9
Test 11: expected = 0, result = 5
Test 12: expected = 0, result = 7
Test 13: expected = 0, result = 7
Test 14: expected = 0, result = 5
Test 15: expected = 0, result = 6
Test 16: expected = 0, result = 8
Test 17: expected = 0, result = 5
Test 18: expected = 0, result = 5
Test 19: expected = 0, result = 8
Test 20: expected = 0, result = 7
Test 21: expected = 0, result = 8
Test 22: expected = 0, result = 8
Test 23: expected = 0, result = 9
Test 24: expected = 0, result = 6
Test 25: expected = 0, result = 6
Test 26: expected = 0, result = 4
Test 27: expected = 0, result = 9
Test 28: expected = 0, result = 9
Test 29: expected = 0, result = 9
Test 30: expected = 0, result = 6
Test 31: expected = 0, result = 7
Test 32: expected = 0, result = 5
Test 33: expected = 0, result = 7
Test 34: expected = 0, result = 8
Test 35: expected = 0, result = 9
Test 36: expected = 0, result = 9
Test 37: expected = 0, result = 2
Test 38: expected = 0, result = 9
Test 39: expected = 0, result = 9
Test 40: expected = 0, result = 8
Test 41: expected = 0, result = 5
Test 42: expected = 0, result = 9
Test 43: expected = 0, result = 8
Test 44: expected = 0, result = 9
Test 45: expected = 0, result = 5
Test 46: expected = 0, result = 7
Test 47: expected = 0, result = 8
Test 48: expected = 0, result = 8
Test 49: expected = 0, result = 7
Test 50: expected = 0, result = 2
Test 51: expected = 0, result = 2
Test 52: expected = 0, result = 8
Test 53: expected = 0, result = 6
Test 54: expected = 0, result = 8
Test 55: expected = 0, result = 6
Test 56: expected = 0, result = 5
Test 57: expected = 0, result = 9
Test 58: expected = 0, result = 5
Test 59: expected = 0, result = 6
Test 60: expected = 0, result = 8
Test 61: expected = 0, result = 8
Test 62: expected = 0, result = 6
Test 63: expected = 0, result = 7
Test 64: expected = 0, result = 7
Test 65: expected = 0, result = 5
Test 66: expected = 0, result = 6
Test 67: expected = 0, result = 9
Test 68: expected = 0, result = 9
Test 69: expected = 0, result = 5
Test 70: expected = 0, result = 9
Test 71: expected = 0, result = 8
Test 72: expected = 0, result = 5
Test 73: expected = 0, result = 8
Test 74: expected = 0, result = 8
Test 75: expected = 0, result = 8
Test 76: expected = 0, result = 6
Test 77: expected = 0, result = 6
Test 78: expected = 0, result = 6
Test 79: expected = 0, result = 6
Test 80: expected = 0, result = 3
Test 81: expected = 0, result = 5
Test 82: expected = 0, result = 4
Test 83: expected = 0, result = 2
Test 84: expected = 0, result = 5
Test 85: expected = 0, result = 7
Test 86: expected = 0, result = 7
Test 87: expected = 0, result = 9
Test 88: expected = 0, result = 9
Test 89: expected = 0, result = 9
Test 90: expected = 0, result = 6
Test 91: expected = 0, result = 8
Test 92: expected = 0, result = 2
Test 93: expected = 0, result = 7
Test 94: expected = 0, result = 5
Test 95: expected = 0, result = 5
Test 96: expected = 0, result = 9
Test 98: expected = 0, result = 7
Test 99: expected = 0, result = 7
Test 100: expected = 0, result = 8
Test 101: expected = 0, result = 7
Test 102: expected = 0, result = 7
Test 103: expected = 0, result = 9
Test 104: expected = 0, result = 8
Test 105: expected = 0, result = 5
Test 106: expected = 0, result = 7
Test 107: expected = 0, result = 6
Test 108: expected = 0, result = 5
Test 109: expected = 0, result = 5
Test 110: expected = 0, result = 6
Test 111: expected = 0, result = 4
Test 112: expected = 0, result = 5
Test 113: expected = 0, result = 7
Test 114: expected = 0, result = 6
Test 115: expected = 0, result = 9
Test 116: expected = 0, result = 9
Test 117: expected = 0, result = 7
Test 119: expected = 0, result = 2
Test 120: expected = 0, result = 8
Test 121: expected = 0, result = 5
Test 122: expected = 0, result = 9
Test 123: expected = 0, result = 9
Test 124: expected = 0, result = 8
Test 125: expected = 0, result = 7
Test 126: expected = 0, result = 6
Test 127: expected = 0, result = 5
Test 128: expected = 0, result = 7
Test 129: expected = 0, result = 9
Test 130: expected = 0, result = 5
Test 131: expected = 0, result = 6
Test 132: expected = 0, result = 5
Test 133: expected = 0, result = 8
Test 135: expected = 0, result = 5
Test 136: expected = 0, result = 7
Test 137: expected = 0, result = 7
Test 138: expected = 0, result = 8
Test 139: expected = 0, result = 2
Test 140: expected = 0, result = 9
Test 141: expected = 0, result = 5
Test 142: expected = 0, result = 4
Test 143: expected = 0, result = 8
Test 144: expected = 0, result = 7
Test 145: expected = 0, result = 8
Test 146: expected = 0, result = 6
Test 147: expected = 0, result = 9
Test 148: expected = 0, result = 4
Test 149: expected = 0, result = 9
Test 150: expected = 0, result = 5
Test 151: expected = 0, result = 8
Test 152: expected = 0, result = 5
Test 153: expected = 0, result = 6
Test 154: expected = 0, result = 5
Test 155: expected = 0, result = 6
Test 156: expected = 0, result = 7
Test 157: expected = 0, result = 2
Test 158: expected = 0, result = 9
Test 159: expected = 0, result = 6
Test 160: expected = 0, result = 4
Test 161: expected = 0, result = 9
Test 162: expected = 0, result = 9
Test 163: expected = 0, result = 7
Test 164: expected = 0, result = 6
Test 165: expected = 0, result = 8
Test 166: expected = 0, result = 9
Test 167: expected = 0, result = 8
Test 168: expected = 0, result = 8
Test 169: expected = 0, result = 8
Test 170: expected = 0, result = 8
Test 171: expected = 0, result = 8
Test 172: expected = 0, result = 5
Test 173: expected = 0, result = 7
Test 174: expected = 0, result = 6
Test 175: expected = 0, result = 5
Test 176: expected = 0, result = 5
Test 177: expected = 0, result = 7
Test 178: expected = 0, result = 5
Test 179: expected = 0, result = 8
Test 180: expected = 0, result = 7
Test 181: expected = 0, result = 8
Test 182: expected = 0, result = 9
Test 183: expected = 0, result = 2
Test 184: expected = 0, result = 4
Test 185: expected = 0, result = 6
Test 186: expected = 0, result = 8
Test 187: expected = 0, result = 7
Test 188: expected = 0, result = 5
Test 189: expected = 0, result = 2
Test 190: expected = 0, result = 5
Test 191: expected = 0, result = 8
Test 192: expected = 0, result = 5
Test 193: expected = 0, result = 8
Test 194: expected = 0, result = 2
Test 195: expected = 0, result = 4
Test 196: expected = 0, result = 7
Test 197: expected = 0, result = 4
Test 198: expected = 0, result = 8
Test 199: expected = 0, result = 5
Test 200: expected = 1, result = 6
Test 201: expected = 1, result = 9
Test 202: expected = 1, result = 9
Test 203: expected = 1, result = 9
Test 204: expected = 1, result = 9
Test 205: expected = 1, result = 6
Test 206: expected = 1, result = 9
Test 207: expected = 1, result = 9
Test 208: expected = 1, result = 9
Test 209: expected = 1, result = 9
Test 210: expected = 1, result = 9
Test 211: expected = 1, result = 9
Test 212: expected = 1, result = 0
Test 213: expected = 1, result = 0
Test 214: expected = 1, result = 9
Test 215: expected = 1, result = 9
Test 216: expected = 1, result = 9
Test 217: expected = 1, result = 6
Test 218: expected = 1, result = 9
Test 219: expected = 1, result = 9
Test 220: expected = 1, result = 9
Test 221: expected = 1, result = 9
Test 222: expected = 1, result = 9
Test 223: expected = 1, result = 9
Test 224: expected = 1, result = 9
Test 225: expected = 1, result = 9
Test 226: expected = 1, result = 9
Test 227: expected = 1, result = 9
Test 228: expected = 1, result = 9
Test 229: expected = 1, result = 0
Test 230: expected = 1, result = 9
Test 231: expected = 1, result = 9
Test 232: expected = 1, result = 9
Test 233: expected = 1, result = 9
Test 234: expected = 1, result = 9
Test 235: expected = 1, result = 9
Test 236: expected = 1, result = 9
Test 237: expected = 1, result = 6
Test 238: expected = 1, result = 9
Test 239: expected = 1, result = 9
Test 240: expected = 1, result = 6
Test 241: expected = 1, result = 9
Test 242: expected = 1, result = 9
Test 243: expected = 1, result = 9
Test 244: expected = 1, result = 9
Test 245: expected = 1, result = 9
Test 246: expected = 1, result = 9
Test 247: expected = 1, result = 9
Test 248: expected = 1, result = 0
Test 249: expected = 1, result = 6
Test 250: expected = 1, result = 9
Test 251: expected = 1, result = 0
Test 252: expected = 1, result = 0
Test 253: expected = 1, result = 9
Test 254: expected = 1, result = 6
Test 255: expected = 1, result = 9
Test 256: expected = 1, result = 9
Test 257: expected = 1, result = 9
Test 258: expected = 1, result = 9
Test 259: expected = 1, result = 9
Test 260: expected = 1, result = 9
Test 261: expected = 1, result = 5
Test 262: expected = 1, result = 6
Test 263: expected = 1, result = 9
Test 264: expected = 1, result = 9
Test 265: expected = 1, result = 9
Test 266: expected = 1, result = 9
Test 267: expected = 1, result = 6
Test 268: expected = 1, result = 9
Test 269: expected = 1, result = 9
Test 270: expected = 1, result = 9
Test 271: expected = 1, result = 9
Test 272: expected = 1, result = 9
Test 273: expected = 1, result = 9
Test 274: expected = 1, result = 9
Test 275: expected = 1, result = 9
Test 276: expected = 1, result = 9
Test 277: expected = 1, result = 9
Test 278: expected = 1, result = 6
Test 279: expected = 1, result = 9
Test 280: expected = 1, result = 6
Test 281: expected = 1, result = 9
Test 282: expected = 1, result = 9
Test 283: expected = 1, result = 9
Test 284: expected = 1, result = 9
Test 285: expected = 1, result = 9
Test 286: expected = 1, result = 9
Test 287: expected = 1, result = 9
Test 288: expected = 1, result = 9
Test 289: expected = 1, result = 9
Test 290: expected = 1, result = 0
Test 291: expected = 1, result = 9
Test 292: expected = 1, result = 6
Test 293: expected = 1, result = 9
Test 294: expected = 1, result = 9
Test 295: expected = 1, result = 9
Test 296: expected = 1, result = 9
Test 297: expected = 1, result = 9
Test 298: expected = 1, result = 9
Test 299: expected = 1, result = 9
Test 300: expected = 1, result = 9
Test 301: expected = 1, result = 0
Test 302: expected = 1, result = 9
Test 303: expected = 1, result = 6
Test 304: expected = 1, result = 6
Test 305: expected = 1, result = 9
Test 306: expected = 1, result = 6
Test 307: expected = 1, result = 9
Test 308: expected = 1, result = 9
Test 309: expected = 1, result = 9
Test 310: expected = 1, result = 9
Test 311: expected = 1, result = 9
Test 312: expected = 1, result = 9
Test 313: expected = 1, result = 6
Test 314: expected = 1, result = 9
Test 315: expected = 1, result = 9
Test 316: expected = 1, result = 9
Test 317: expected = 1, result = 0
Test 318: expected = 1, result = 9
Test 319: expected = 1, result = 9
Test 320: expected = 1, result = 9
Test 321: expected = 1, result = 9
Test 322: expected = 1, result = 9
Test 323: expected = 1, result = 9
Test 324: expected = 1, result = 9
Test 325: expected = 1, result = 6
Test 326: expected = 1, result = 9
Test 327: expected = 1, result = 9
Test 328: expected = 1, result = 9
Test 329: expected = 1, result = 9
Test 330: expected = 1, result = 9
Test 331: expected = 1, result = 9
Test 332: expected = 1, result = 9
Test 333: expected = 1, result = 9
Test 334: expected = 1, result = 9
Test 335: expected = 1, result = 9
Test 336: expected = 1, result = 9
Test 337: expected = 1, result = 9
Test 338: expected = 1, result = 9
Test 339: expected = 1, result = 9
Test 340: expected = 1, result = 9
Test 341: expected = 1, result = 0
Test 342: expected = 1, result = 9
Test 343: expected = 1, result = 9
Test 344: expected = 1, result = 9
Test 345: expected = 1, result = 0
Test 346: expected = 1, result = 9
Test 347: expected = 1, result = 9
Test 348: expected = 1, result = 6
Test 349: expected = 1, result = 9
Test 350: expected = 1, result = 9
Test 351: expected = 1, result = 9
Test 352: expected = 1, result = 9
Test 353: expected = 1, result = 9
Test 354: expected = 1, result = 6
Test 355: expected = 1, result = 9
Test 356: expected = 1, result = 9
Test 357: expected = 1, result = 9
Test 358: expected = 1, result = 9
Test 359: expected = 1, result = 0
Test 360: expected = 1, result = 9
Test 361: expected = 1, result = 9
Test 362: expected = 1, result = 9
Test 363: expected = 1, result = 9
Test 364: expected = 1, result = 9
Test 365: expected = 1, result = 0
Test 366: expected = 1, result = 9
Test 367: expected = 1, result = 9
Test 368: expected = 1, result = 6
Test 369: expected = 1, result = 9
Test 370: expected = 1, result = 0
Test 371: expected = 1, result = 9
Test 372: expected = 1, result = 9
Test 373: expected = 1, result = 9
Test 374: expected = 1, result = 9
Test 375: expected = 1, result = 9
Test 376: expected = 1, result = 9
Test 377: expected = 1, result = 9
Test 378: expected = 1, result = 9
Test 379: expected = 1, result = 9
Test 380: expected = 1, result = 9
Test 381: expected = 1, result = 9
Test 382: expected = 1, result = 0
Test 383: expected = 1, result = 9
Test 384: expected = 1, result = 9
Test 385: expected = 1, result = 9
Test 386: expected = 1, result = 9
Test 387: expected = 1, result = 9
Test 388: expected = 1, result = 9
Test 389: expected = 1, result = 9
Test 390: expected = 1, result = 9
Test 391: expected = 1, result = 9
Test 392: expected = 1, result = 9
Test 393: expected = 1, result = 9
Test 394: expected = 1, result = 9
Test 395: expected = 1, result = 9
Test 396: expected = 1, result = 9
Test 397: expected = 1, result = 9
Test 398: expected = 1, result = 9
Test 399: expected = 1, result = 9
Test 400: expected = 2, result = 6
Test 401: expected = 2, result = 5
Test 402: expected = 2, result = 5
Test 403: expected = 2, result = 9
Test 404: expected = 2, result = 9
Test 405: expected = 2, result = 6
Test 406: expected = 2, result = 9
Test 407: expected = 2, result = 9
Test 408: expected = 2, result = 9
Test 409: expected = 2, result = 9
Test 410: expected = 2, result = 5
Test 411: expected = 2, result = 6
Test 412: expected = 2, result = 0
Test 413: expected = 2, result = 6
Test 414: expected = 2, result = 6
Test 415: expected = 2, result = 9
Test 416: expected = 2, result = 6
Test 417: expected = 2, result = 6
Test 418: expected = 2, result = 9
Test 419: expected = 2, result = 9
Test 420: expected = 2, result = 9
Test 421: expected = 2, result = 6
Test 422: expected = 2, result = 9
Test 423: expected = 2, result = 7
Test 424: expected = 2, result = 9
Test 425: expected = 2, result = 5
Test 426: expected = 2, result = 5
Test 427: expected = 2, result = 6
Test 428: expected = 2, result = 9
Test 429: expected = 2, result = 1
Test 430: expected = 2, result = 6
Test 431: expected = 2, result = 9
Test 432: expected = 2, result = 9
Test 433: expected = 2, result = 9
Test 434: expected = 2, result = 9
Test 435: expected = 2, result = 8
Test 436: expected = 2, result = 5
Test 437: expected = 2, result = 8
Test 438: expected = 2, result = 9
Test 439: expected = 2, result = 5
Test 440: expected = 2, result = 9
Test 441: expected = 2, result = 6
Test 442: expected = 2, result = 6
Test 443: expected = 2, result = 9
Test 444: expected = 2, result = 5
Test 445: expected = 2, result = 9
Test 446: expected = 2, result = 9
Test 447: expected = 2, result = 9
Test 448: expected = 2, result = 8
Test 449: expected = 2, result = 9
Test 450: expected = 2, result = 9
Test 451: expected = 2, result = 9
Test 452: expected = 2, result = 6
Test 453: expected = 2, result = 8
Test 454: expected = 2, result = 8
Test 455: expected = 2, result = 6
Test 456: expected = 2, result = 9
Test 457: expected = 2, result = 8
Test 458: expected = 2, result = 9
Test 459: expected = 2, result = 9
Test 460: expected = 2, result = 9
Test 461: expected = 2, result = 9
Test 462: expected = 2, result = 7
Test 463: expected = 2, result = 9
Test 464: expected = 2, result = 6
Test 465: expected = 2, result = 5
Test 466: expected = 2, result = 9
Test 467: expected = 2, result = 6
Test 468: expected = 2, result = 9
Test 469: expected = 2, result = 9
Test 470: expected = 2, result = 1
Test 471: expected = 2, result = 9
Test 472: expected = 2, result = 9
Test 473: expected = 2, result = 6
Test 474: expected = 2, result = 9
Test 475: expected = 2, result = 9
Test 476: expected = 2, result = 9
Test 477: expected = 2, result = 9
Test 478: expected = 2, result = 9
Test 479: expected = 2, result = 5
Test 480: expected = 2, result = 9
Test 481: expected = 2, result = 9
Test 482: expected = 2, result = 9
Test 483: expected = 2, result = 9
Test 484: expected = 2, result = 9
Test 485: expected = 2, result = 9
Test 486: expected = 2, result = 9
Test 487: expected = 2, result = 9
Test 488: expected = 2, result = 8
Test 489: expected = 2, result = 6
Test 490: expected = 2, result = 9
Test 491: expected = 2, result = 5
Test 492: expected = 2, result = 9
Test 493: expected = 2, result = 3
Test 494: expected = 2, result = 6
Test 495: expected = 2, result = 6
Test 496: expected = 2, result = 9
Test 497: expected = 2, result = 7
Test 498: expected = 2, result = 6
Test 499: expected = 2, result = 6
Test 500: expected = 2, result = 7
Test 501: expected = 2, result = 9
Test 502: expected = 2, result = 9
Test 503: expected = 2, result = 0
Test 504: expected = 2, result = 6
Test 505: expected = 2, result = 9
Test 506: expected = 2, result = 0
Test 507: expected = 2, result = 9
Test 508: expected = 2, result = 9
Test 509: expected = 2, result = 1
Test 510: expected = 2, result = 9
Test 511: expected = 2, result = 9
Test 512: expected = 2, result = 8
Test 513: expected = 2, result = 9
Test 514: expected = 2, result = 8
Test 515: expected = 2, result = 5
Test 516: expected = 2, result = 9
Test 517: expected = 2, result = 9
Test 518: expected = 2, result = 6
Test 519: expected = 2, result = 0
Test 520: expected = 2, result = 9
Test 521: expected = 2, result = 9
Test 522: expected = 2, result = 9
Test 523: expected = 2, result = 9
Test 524: expected = 2, result = 9
Test 525: expected = 2, result = 6
Test 526: expected = 2, result = 8
Test 527: expected = 2, result = 6
Test 528: expected = 2, result = 8
Test 529: expected = 2, result = 9
Test 530: expected = 2, result = 6
Test 531: expected = 2, result = 5
